entity_id,relevant,wildlife,contactable,problem,source_categories,n_sources,name,address,telephone,e-mail,station_url,service_area,accepted_animals,description,source_urls
2747,yes,yes,yes,,STATION,3,Wildvogelpflegestation,"Rorschacher Strasse 263, 9016 St.Gallen","[""+41 76 441 34 23""]","[""info@wildvogelpflegestation.ch""]","[""https://wildvogelpflegestation.ch/""]",St.Gallen und der weiteren Umgebung,"[""[\""Wildv\\u00f6gel\""]"", ""[]""]","Die Stiftung Wildvogelpflegestation St.Gallen rettet, pflegt und wildert verletzte sowie hilfsbedürftige Wildvögel in St.Gallen und der weiteren Umgebung wieder aus. Unsere Arbeit wird ausschliesslich durch Spenden finanziert.",http://wildvogelpflegestation.ch/ https://wildvogelpflegestation.ch/kontakt https://wildvogelpflegestation.ch/stiftungszweck
2758,no,no,yes,off-topic organisation: pet registry,LIST,12,TASSO e.V.,,"[""+49 6190 937300""]","[""info@tasso.net"", ""presse@tasso.net""]","[""https://www.tasso.net"", ""https://www.tasso.net/""]",Germany,"[""[]"", ""[\""Hunde\"", \""Katzen\"", \""Kleintiere\""]""]","TASSO is a German animal protection organization specializing in the return of lost pets to their owners. They operate a national pet register (Tierregister) where owners can register their pets for life using microchip or tattoo numbers. TASSO provides services such as issuing identification tags, managing lost and found reports via an online portal, and offering support for international pet rescue operations. They do not take in animals to shelter them but focus on reuniting lost pets with their families.",http://tasso.net/Ihre-Spende/Spendengeschichten http://tasso.net/Kontakt http://tasso.net/Service/Bestellungen-und-Downloads/Ehrenamtliche-Helfer http://tasso.net/Service/Bestellungen-und-Downloads/Tieraerzte http://tasso.net/Service/Bestellungen-und-Downloads/Tierheime-TSO http://tasso.net/Service/Fragen-und-Antworten http://tasso.net/Service/Gesundheit-und-Recht/Tier-und-Recht http://tasso.net/Tierregister http://tasso.net/Tierregister/Das-TASSO-Prinzip http://tasso.net/Tierregister/Das-TASSO-
2779,yes,no,yes,,LIST,1,Tierschutzverein Zug Tierheim Riedmatt,6319 Allenwinden,"[""041 711 00 33""]","[""info@tsvzug.ch""]",,Kanton Zug,"[""[]""]",,http://stmz.ch/de/adressen/kantonale-meldestellen
2780,no,no,yes,off-topic organisation: authority reporting office,LIST,1,Meldestelle für Findeltiere des Kantons Zürich,"Postfach, 8090 Zürich","[""0848 848 244""]","[""findeltiere@veta.zh.ch""]",,Kanton Zürich,"[""[]""]",,http://stmz.ch/de/adressen/kantonale-meldestellen
2789,no,no,yes,"off-topic listing: microchip vets directory, Costa Rica",LIST,1,Cats&Dogs Clinica Veterinaria,Santa Lucía,"[""22384503""]","[""vetcatsanddogs@gmail.com""]","[""https://red.chip247.com""]",Barva,"[""[]""]",,http://red.chip247.com/donde_chipear_mi_mascota.php?pais=227&provincia=1440
2800,no,no,yes,"off-topic listing: microchip vets directory, Costa Rica",LIST,1,Criadero Famke PA,Heredia Mercedes Norte,"[""+50660612160""]","[""criaderofamkepa@hotmail.com""]","[""https://red.chip247.com""]",De la soda Asia 25 metros este,"[""[]""]",,http://red.chip247.com/donde_chipear_mi_mascota.php?pais=227&provincia=1440
2801,no,no,yes,"off-topic listing: microchip vets directory, Costa Rica",LIST,1,Centro Veterinario  Cota Sucursal #2,de la biblioteca publica de San Joaquin de Flores  100 este,"[""22656106""]","[""mascotacv.cr@gmail.com""]","[""https://red.chip247.com""]",Flores /San Joaquin / Heredia,"[""[]""]",,http://red.chip247.com/donde_chipear_mi_mascota.php?pais=227&provincia=1440
2802,no,no,yes,"off-topic listing: microchip vets directory, Costa Rica",LIST,3,ALTAVET,Barreal,"[""88713451""]","[""gerencia@bark-go.com"", ""recepcion@altavetcr.com"", ""gerencia@altavetcr.com""]","[""https://red.chip247.com""]",Heredia,"[""[]""]",,http://red.chip247.com/donde_chipear_mi_mascota.php?pais=227&provincia=1440
2806,no,no,yes,"off-topic listing: microchip vets directory, Costa Rica",LIST,2,Clinica Veterinaria Dra.Andrea Guillen A.,"San Pablo, Heredia","[""22378650"", ""83204799""]","[""aguillenarmijo@gmail.com"", ""bogantes87@gmail.com""]","[""https://red.chip247.com""]",Heredia,"[""[]""]",,http://red.chip247.com/donde_chipear_mi_mascota.php?pais=227&provincia=1440
2870,no,no,yes,"off-topic listing: microchip vets directory, Costa Rica",LIST,1,JACO VETCENTER,"Pueblo Nuevo, 300m despues del puente a mano derecha","[""83742683""]","[""veteyei.1978@gmail.com""]","[""https://red.chip247.com""]","Jacó, Puntarenas","[""[]""]",,http://red.chip247.com/donde_chipear_mi_mascota.php?pais=227&provincia=1442
2895,no,no,yes,"off-topic listing: microchip vets directory, Costa Rica",LIST,3,Centro Agrícola Cantonal Guacimo,Río Jiménez,"[""88939391"", ""27996166"", ""88379341""]","[""angecastilloe22@gmail.com"", ""Colonopetguacimo@grupocolono.com"", ""rocicave@yahoo.com.mx""]","[""https://red.chip247.com""]",Guácimo,"[""[]""]",,http://red.chip247.com/donde_chipear_mi_mascota.php?pais=227&provincia=1443
2897,no,no,yes,"off-topic listing: microchip vets directory, Costa Rica",LIST,1,Goicochea Veterinaria dr varela,Purral Guadalupe 150 Metros al Este De La Iglesia Casa #290,"[""87098647""]","[""Vetvarelacastillo@gmail.com""]","[""https://red.chip247.com""]",Goicochea,"[""[]""]",,http://red.chip247.com/donde_chipear_mi_mascota.php?pais=227&provincia=1443
2914,no,no,yes,"off-topic listing: microchip vets directory, Costa Rica",LIST,1,"Limón, Talamanca Centro Veterinario Bienestar Animal",Urb. Santa Eduviges,"[""27586105""]","[""gwiasdkita@yahoo.es""]","[""https://red.chip247.com""]","Limon, Talamanca","[""[]""]",,http://red.chip247.com/donde_chipear_mi_mascota.php?pais=227&provincia=1443
2929,no,no,yes,off-topic listing: charity certification,LIST,1,Zewo,"Pfingstweidstrasse 10, 8005 Zürich, Schweiz","[""+41 44 366 99 55""]",,"[""https://zewo.ch/de/""]",,"[""[]""]",,https://zewo.ch/de/neu-zertifiziert
2944,no,no,yes,off-topic listing: work camps,LIST,4,Offene Häuser,Goetheplatz 9 BD-99423 Weimar,"[""03643 50 23 90"", ""03643502390""]","[""info@openhouses.de""]","[""http://www.openhouses.de/BegegnungUndBildung/InternationaleJugendbegegnungen""]","Deutschland, Europa","[""[]""]","Die Wurzeln von Offene Häuser liegen in der Mitte der 80er Jahre, als junge Menschen in der Region zwischen Leipzig, Halle und Weimar begannen, in ehrenamtlicher Arbeit kaum noch genutzte Dorfkirchen vor dem Verfall zu bewahren. Um die auf dauerhafte und nachhaltige Belebung von Baudenkmalen zielende Orientierung auch nach außen hin stärker zu verdeutlichen, gründete sich das Netzwerk Offene Häuser, das anfangs als rechtlich unselbständige Gruppierung des Unabhängigen Arbeitskreises Denkmalpflege bestanden hatte,1990 als eigenständiger Verein.",https://eu-central-1.protection.sophos.com/?d=workcamps.org&h=e0f0308b09974fa8ab095995eaef4640&i=NjJiMWExNDhhZjgxNTcxMTUzMGZjNjRm&s=AVNPUEhUT0NFTkNSWVBUSVb6ZaJrvSZWFL1RPf9jPa4Joqb4P5h_Re_6qL51HhvuQyTCzM6l6KgcD7uzbcET0Io&t=MHRjb1dNQjYzcXMvUVhucjhEMGdDT2swZXVCdi9JQjZsdjNYWEdqaG5Icz0%3D&u=aHR0cDovL3d3dy53b3JrY2FtcHMub3JnLw%3D%3D https://workcamps.org/ https://workcamps.org/camps-suchen https://workcamps.org/organisationen
2973,no,no,no,off-topic listing: social services map,LIST,1,# Sportbund Eisenach e.V.,,,,"[""https://landkarte.mobilee-plattform.de/organisationen/sportbund-eisenach-e-v""]",,"[""[]""]","Im Rahmen des mobilen Dienstes „Sport und Bewegung Nord“ nutzen wir die verbindende Kraft von Bewegung und Spiel, um junge Menschen in ihrer persönlichen, sozialen und schulischen Entwicklung zu stärken. Unsere Angebote richten sich an Kinder und Jugendliche, die besondere Unterstützung benötigen – sei es aufgrund sozialer Benachteiligung, schulischer Herausforderungen oder individueller Belastungen.",https://landkarte.mobilee-plattform.de/
3016,no,no,no,off-topic listing: volunteer-service providers,LIST,1,Mecklenburg-VorpommernÖBFDInternationale Jugendgemeinschaftsdienste (ijgd) Landesverein Mecklenburg-Vorpommern e.V.,,,,"[""https://oeko-freiwillig.de/traeger/ijgd-mecklenburg-vorpommern/""]",Mecklenburg-Vorpommern,"[""[]""]",,https://oeko-freiwillig.de/beratung-in-deiner-region
3021,no,no,no,off-topic listing: volunteer-service providers,LIST,1,SachsenÖBFDKonzeptwerk Neue Ökonomie e.V.,,,,"[""https://oeko-freiwillig.de/traeger/knoe/""]",Sachsen,"[""[]""]",,https://oeko-freiwillig.de/beratung-in-deiner-region
3061,no,no,yes,off-topic listing: Belgian student guidance centres,LIST,1,CLB GO! Mechelen,Augustijnenstraat nr. 80 - 2800 Mechelen,"[""015 45 32 32""]","[""info@clbmechelen.be""]","[""http://www.clbmechelen.be/""]",Mechelen,"[""[]""]",,https://onderwijskiezer.be/v2/clb/clb.php
3072,no,no,yes,off-topic listing: Belgian student guidance centres,LIST,1,Vrij CLB Limburg - afd. Beringen (hoofdzetel Regio West),Sint-Catharinastraat 8 - 3580 Beringen,"[""011 45 63 10""]","[""beringen@vrijclblimburg.be""]","[""http://www.vclblimburg.be/""]",Beringen,"[""[]""]",,https://onderwijskiezer.be/v2/clb/clb.php
3093,no,no,yes,off-topic listing: Belgian student guidance centres,LIST,1,CLB GO! Dender,Zonnestraat 25 - 9300 Aalst,"[""053 46 95 00""]","[""info@clbaalst.be""]","[""http://www.clbaalst.be/""]",Aalst,"[""[]""]",,https://onderwijskiezer.be/v2/clb/clb.php
3097,no,no,yes,off-topic listing: Belgian student guidance centres,LIST,1,Vrij CLB Zuid-Oost-Vlaanderen,Burgschelde 7 - 9700 Oudenaarde,"[""055 31 38 62""]","[""info@vrijclbzov.be""]","[""http://www.vclbzov.be/""]",Oudenaarde,"[""[]""]",,https://onderwijskiezer.be/v2/clb/clb.php
