entity_id,relevant,wildlife,contactable,problem,source_categories,n_sources,name,address,telephone,e-mail,station_url,service_area,accepted_animals,description,source_urls
3412,yes,yes,yes,,LIST,1,Ehrenamtliche Wildvogelhilfe e.V.,67227 Frankenthal,,,"[""https://ehrenamtliche-wildvogelhilfe.de/""]",,"[""[\""Amsel\"", \""Drosseln\"", \""Stare\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
3413,yes,yes,yes,,LIST,1,Ehrenamtliche Wildvogelhilfe e.V.,67240 Bobenheim -Roxheim,,,"[""https://ehrenamtliche-wildvogelhilfe.de/""]",,"[""[\""Spatzen\"", \""Finken (ortunabh\\u00e4ngig)\"", \""Stadttauben aus Frankenthal und Bobenheim-Roxheim\"", \""Greifv\\u00f6gel nach Absprache\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
3414,unsure,unsure,yes,scope: bird park,LIST,1,Vogelpark,67240 Bobenheim -Roxheim,,"[""VogelparkBoRox@gmx.de""]",,,"[""[\""verletzte Wildv\\u00f6gel\"", \""Hausv\\u00f6gel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
3422,yes,yes,yes,,LIST,1,Ehrenamtliche Wildvogelhilfe e.V.,68307 Mannheim,,,"[""https://ehrenamtliche-wildvogelhilfe.de/""]",,"[""[\""Spatzen und Finken Meisen Rotschw\\u00e4nzchen nach Absprache\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-hessen-rheinland-pfalz-saarland
3434,yes,yes,yes,,LIST,1,Glücksfelle Stachelnasen e.V.,74613 Öhringen,,"[""info@gluecksfelle-stachelnasen.de""]",,,"[""[\""Igel\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-baden-wuerttemberg-stuttgart-tuebingen
3436,yes,yes,yes,,LIST,1,Private Wildtierhilfe Angelbachtal,74918 Angelbachtal,,,"[""http://www.facebook.com/privatewildtierhilfeangelbachtal""]",,"[""[\""F\\u00fcchse\"", \""V\\u00f6gel alle Art\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-baden-wuerttemberg-stuttgart-tuebingen
3439,no,no,no,scope: falconry association,LIST,1,Deutsche Falkenorden,76297 Stutensee,,,,,"[""[\""Greifv\\u00f6gel\"", \""Eulen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-baden-wuerttemberg-stuttgart-tuebingen
3441,unsure,unsure,yes,scope: unclear,LIST,1,Terra Mater e.V.,76676 Graben-Neudorf,"[""7255 80 37""]","[""37info@terra-mater-sued.de""]","[""http://www.terra-mater.de""]",,"[""[\""Reptilien\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-baden-wuerttemberg-stuttgart-tuebingen
3445,yes,yes,no,no contact: town only,LIST,1,Ehrenamtliche Wildvogelhilfe e.V.,76865 Rohbach / Pfalz,,,,,"[""[\""Rabenartige\"", \""Meisen\"", \""Schwalben\"", \""Enten\"", \""Schw\\u00e4ne\"", \""G\\u00e4nse\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-baden-wuerttemberg-stuttgart-tuebingen
3454,unsure,unsure,yes,scope: city pigeons,LIST,1,Tauben Station Freiburg,79112 Freiburg,"[""0761 5060 48""]",,,,"[""[\""Tauben\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-baden-wuerttemberg-stuttgart-tuebingen
3456,yes,yes,yes,name: generic,LIST,1,Eulen und Greifvögel zur Aufzucht,79843 Löffingen,"[""07654 84 97""]",,,,"[""[\""Eulen\"", \""Greifv\\u00f6gel\"", \""F\\u00fcchse\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-baden-wuerttemberg-stuttgart-tuebingen
3457,no,no,yes,not an organisation: a section heading,LIST,1,"Wildtierauffangstationen und Pflegestellen in Bayern, München",,,"[""info@wildtierschutz-deutschland.de""]","[""https://www.wildtierhilfe-jacky-schieser.de/wildtier-gefunden/""]","Bayern, München","[""[]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-muenchen
3463,yes,yes,no,no contact: town only,LIST,1,Greifvogelschutz Palmenhorst e.V,91484 Sugenheim,,,,PLZ Gebiete von 90-92,"[""[\""Greifv\\u00f6gel\"", \""Eulen\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-franken-thueringen
3465,yes,yes,yes,,LIST,1,Auffangstation für Wildtiere und Exoten,92256 Hahnbach,,"[""Zimmerei.weiss@t-online.de""]",,PLZ Gebiete von 90-92,"[""[\""Wildtiere\"", \""Exoten\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-franken-thueringen
3467,unsure,unsure,yes,scope: animal welfare farm,LIST,1,Tierschutzhof Oberpfalz e.V.,93086 Wörth an der Donau,,"[""tierschutz-oberpfalz@gmx.de""]",,PLZ Gebiete von 90-92,"[""[\""Haus und Nutztiere\"", \""Wildtiere\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-franken-thueringen
3480,yes,yes,no,no contact: town only; name generic,LIST,1,Private Pflegestation,97941 Tauberbischofsheim,,,,PLZ Gebiete von 90-92,"[""[\""Stadttauben\"", \""T\\u00fcrkentauben\"", \""Ringeltauben\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-franken-thueringen
3486,yes,yes,yes,name: generic,LIST,1,Private Tierauffangstation,99817 Eisenach,"[""0369 188 3640""]",,,PLZ Gebiete von 90-92,"[""[\""Singv\\u00f6gel\"", \""Mauersegler\""]""]",,https://wildtierschutz-deutschland.de/wildtier-notfall/wildtierauffangstationen-bayern-franken-thueringen
3502,unsure,unsure,yes,scope: vet school wildlife unit,LIST,2,Ecole Vétérinaire de Maisons-Alfort,,,,"[""https://www.vet-alfort.fr/services-cliniques/faune-sauvage-cedaf/l-equipe""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
3506,no,no,yes,scope: zoo,LIST,2,Alpenzoo Innsbruck-Tirol,,,,"[""http://www.alpenzoo.at/de/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
3509,no,no,yes,scope: vet,LIST,2,Tierklinik Sattledt,,,,"[""http://www.tierklinik-sattledt.at/abteilungen-und-fachgebiete/ziervoegel/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
3513,yes,yes,yes,,LIST,2,Centro Recupero Animali,,,,"[""http://www.valpredina.eu/contatti""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
3514,unsure,unsure,yes,scope: nature park with raptor care,LIST,2,Riservacornino,,,,"[""http://www.riservacornino.it/de/projekte/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
3515,yes,yes,yes,,LIST,2,Recuperoselvatici,,,,"[""http://www.recuperoselvatici.it/principale.htm""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
3520,no,no,yes,scope: zoo,LIST,2,Zoo Zagreb,,,,"[""https://zoo.hr/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
3522,unsure,unsure,yes,scope: unclear,LIST,2,Wildlife Centre Sondela,,,,"[""http://sondela.com/facilities-and-activities/wildlife-centre/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
3523,yes,yes,yes,,LIST,2,Dullstroom Birds of Prey Rehabilitation Centre,,,,"[""http://www.birdsofprey.co.za/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
3527,yes,yes,yes,,LIST,2,Chipangali Wildlife Orphanage,,,,"[""https://chipangali.com/visit/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
3544,yes,yes,yes,,LIST,2,The Center for Birds of Prey,,,,"[""http://www.thecenterforbirdsofprey.org/avian-clinic/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
3558,no,no,no,not an organisation: map search link,LIST,2,Tierkliniken/Tierärzte in Chile,,,,"[""https://www.google.de/maps/search/veterinaria+chile/@-28.0808744,-58.2896677,7135740m/data=!3m1!1e3""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
3559,no,no,yes,scope: bird park,LIST,2,Hawk's Park bei Itabaiana,,,,"[""http://www.parquedosfalcoes.com.br/""]",,"[""[]""]",,http://greifvogelhilfe.de/index.php/links http://greifvogelhilfe.de/links
3566,unsure,unsure,yes,scope: reptile centre; name generic,LIST,1,Centre régional,134 rue Principale - 67270 ALTECKENDORF,"[""03.88.51.59.04""]",,"[""https://www.reptilvar.org/""]","Alsace / Lorraine | 54, 55, 57, 67, 68, 88, 90","[""[\""oiseaux europ\\u00e9ens\""]""]",,http://reptilvar.free.fr/centre.htm
3586,unsure,unsure,yes,scope: reptile centre; name generic,LIST,1,Centre régional,34 av. E.A. Marcel - 12100 MILLAU,"[""05.65.59.09.87""]",,,"Midi-Pyrénées | 09, 11, 12, 30, 34, 48, 66, 81","[""[\""faune europ\\u00e9enne\""]""]",,http://reptilvar.free.fr/centre.htm
3587,no,no,yes,scope: raptor show,LIST,1,Le Rocher des Aigles,46500 ROCAMADOUR,"[""05.65.33.65.45""]",,,"Midi-Pyrénées | 19, 46","[""[\""rapaces\""]""]",,http://reptilvar.free.fr/centre.htm
3595,unsure,unsure,yes,scope: vet school,LIST,2,E.N.V.N.,Atlanpole La Chantrerie BP 40706 - 44307 NANTES Cedex 03,"[""02.40.68.77.76"", ""02 40 68 77 76""]",,,"Pays de la Loire | 35, 44, 49, 53, 79, 85","[""[\""oiseaux et mammif\\u00e8res\""]"", ""[\""chauves-souris\""]""]",,http://reptilvar.free.fr/centre.htm
3596,unsure,unsure,yes,name: contact person heading,LIST,1,Contact : P. COURJARET,6 av. Général Leclerc - 49700 DOUE LA FONTAINE,"[""02.41.59.11.30""]",,,Pays de la Loire | 49,"[""[\""relais pour les rapaces\""]""]",,http://reptilvar.free.fr/centre.htm
3600,yes,yes,yes,,LIST,1,Centre de sauvegarde de la faune sauvage,Maison de la nature Avenue Léo Lagrange - 02100 SAINT QUENTIN,"[""03.23.62.58.41""]",,,Picardie | 02,"[""[\""faune europ\\u00e9enne\""]""]",,http://reptilvar.free.fr/centre.htm
3609,yes,yes,yes,,LIST,1,LE CRAVE,BP 28 - 05000 GAP,"[""04.92.54.74.31""]",,,Rhône Alpes | 05,"[""[\""faune europ\\u00e9enne\""]""]",,http://reptilvar.free.fr/centre.htm
